amps,cell,dur,expt,freqs,rep,spikes
40,11,25,tuning_curve,32000,1,27.2000000041785
40,11,25,tuning_curve,32000,1,33.2000000041788
40,11,25,tuning_curve,45254.8,1,78.9666666630566
40,11,25,tuning_curve,64000,1,-51.933333325735
40,11,25,tuning_curve,64000,1,99.6000000075981
55,11,25,tuning_curve,-1,1,29.333333340702
55,11,25,tuning_curve,-1,1,73.1000000073649
55,11,25,tuning_curve,2000,1,4.10000000802491
55,11,25,tuning_curve,2828.43,1,-58.5333333284836
55,11,25,tuning_curve,4000,1,-47.0333333247055
55,11,25,tuning_curve,4000,1,82.9666666752971
55,11,25,tuning_curve,5656.85,1,-1.8666666581808
55,11,25,tuning_curve,8000,1,-80.0999999948999
55,11,25,tuning_curve,8000,1,5.66666667176463
55,11,25,tuning_curve,11313.7,1,19.5333333294627
55,11,25,tuning_curve,11313.7,1,22.9333333294619
55,11,25,tuning_curve,22627.4,1,23.5000000041605
55,11,25,tuning_curve,22627.4,1,41.4000000041597
55,11,25,tuning_curve,22627.4,1,47.2666666708275
55,11,25,tuning_curve,22627.4,1,63.3333333374928
55,11,25,tuning_curve,32000,1,18.6333333414623
55,11,25,tuning_curve,32000,1,21.9666666747926
55,11,25,tuning_curve,32000,1,41.3000000081283
